group,latin_name,species,support,mode,submode,description,tooling_or_IOU,frame_of_reference,number_relations,temporal_order,1_dynamic_relation,2_dynamic_relation,manufacture,steps_manufacture,associative,type_associative,reference,total_references,page,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,pound,hammer_enlarge,"pound stick into ant nest (""ant club"")",tooling,allocentric,1,stick to nest,dynamic,,no,,no,,"Hicks, Fouts & Fouts 2005",1,"154,156,189",Indirect evidence. Only tools and holes found; chimps not observed actually engaging in tool use or manufacturing the tool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,pound,hammer_enlarge,pound stick into tree hole to consume termites,tooling,allocentric,1,stick to hole,dynamic,,yes,1,no,,Sugiyama & Koman 1979,1,"154,191,200",Seen in two wild adults. Subtracted side branches/leaves before use of tool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,pound,hammer_enlarge,"pound stick into tree hollow for resin (""Resin-pound"")",tooling,allocentric,1,stick to tree,dynamic,,yes,1,no,,Sugiyama & Koman 1979; Whiten et al. 1999,2,"156,191",Subtract leaves/twigs from branches before use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,pound,hammer_enlarge,"pound leaf shoot base with hard leaf petiole to extract inaccessible edible parts of the palm (""pestle-pounding""); sometimes dip stick inside to reach juice",tooling,allocentric,2,1) petiole to hole 2) stick to juice,dynamic,,no,,yes,sequential,"Humle & Matsuzawa 2004, 2009; Ohashi 2006; Sugiyama 1994; Yamakoshi 1998; Yamakoshi & Sugiyama 1995",6,"154,193,200",Thought to be recently invented and spread among group. sequential/tool set: use smaller stick tool to reach and absorb juice in hole (once by breaking in half the pounding pestle).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,pound,hammer_enlarge,"pound thick stick to break beehives open to access honey (""honey pound,"" ""honey hammer,"" ""hive pound"")",tooling,allocentric,1,1) thick stick to hive 2) stick to hive to widen hole 3) smaller stick to hive,dynamic,,yes, 1-2,yes,sequential,"Bermejo & Illera 1999; Boesch, Head & Robbins 2009; Brewer & McGrew 1990; Fay & Carroll 1994; Goodall 1986; Hicks, Fouts, & Fouts 2005; van Lewick-Goodall 1970; McGrew 1992; Sanz & Morgan 2009; Sanz, Morgan & Gulick 2004",10,"156,189,199-200","no description of tool manufacture, but assumed to detach stick and strip vegetation. sequential use seen with three to five different tools (tool set); steps may include puncture (pound), widen (lever) then sometimes a finer puncture (pound), dip for honey (insert) and swab for honey (insert)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,experimental,pound,hammer_open,hammer open bones with stone,tooling,allocentric,1,stone to bone,dynamic,,no,,no,,"Kitahara-Frisch, Norikoshi & Hara 1987",1,156,Learned by observation of humans by three captive chimps.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational/experimental,pound,hammer_open,hammer open nuts/fruits with stone/wood hammers on stone/wood anvils; sometimes nut meat picked out with stick,tooling,allocentric,3,1) nut to anvil 2) hammer to nut 3) stick to nut,dynamic,,yes,1,yes,composite,"Anderson, Williamson & Carter 1983; Beatty 1951; Biro et al. 2003; Boesch 1978, 1991b, 1991c; Boesch & Boesch 1981, 1983, 1984a, 1984b, 1990, 1993a, 1993b, 1994; Boesch & Boesch-Achermann 1991a, 1991b, 1994, 2000; Boesch et al. 1994; Boesch-Acherman & Boesch 1993; Brewer 1976, 1978; Bril et al 2009; Carvalho, Sousa & Matsuzawa 2007; Carvalho et al. 2008; Foucart et al 2005; Funk in Boesch 1996; Fushimi et al. 1991; Günther & Boesch 1993; Hannah & McGrew 1987; Hayashi, Mizuno & Matsuzawa 2005; Hirata, Morimura & Houki 2009; Humle & Matsuzawa 2001, 2004; Inoue-Nakamura & Matsuzawa 1997; Inoue-Nakamura, Tonooka & Matsuzawa 1996; Itani & Suzuki 1967; Joulian 1995, 1996, 2000; Kortlandt 1986; Kortlandt & Holzhaus 1987; Marshall-Pescini & Whiten 2004; Matsuzawa 1994, 1996, 1999; Matsuzawa et al. 1999, 2001; Matsuzawa & Yamakoshi 1996; Mercader, Panger & Boesch 2002; Mercader et al. 2007; Morgan & Abwe 2006; Rahm 1971; Sakura & Matsuzawa 1991; Savage & Wyman 1843-1844; Sept & Brooks 1994; Struhsaker & Hunkeler 1971; Sugiyama 1981, 1989, 1993; Sugiyama & Kawai 1990; Sugiyama & Koman 1979, 1987; Sugiyama et al. 1993; Sumita, Kitahara- Frisch & Norikoshi 1985; Whitesides 1985; Yamakoshi 1998; Yoshihara 1985",68,"152-154,156,179,189-191,200,202","Detach wooden branches to use as hammers; break stones into pieces / remove materials. sequential use/tool set: after hammering open nut, sometimes small stick used to extract nut meat. Almost concurrent - sometimes holding the nut in place with one hand while hammering with the other. Meta-tool use: place stones as wedges to prop up uneven anvils. Composite tool when anvil used. Sometimes stones may be used as hammer, and other times anvil, making it a multi-functio l tool.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,pound,hammer_reduce,"use stone/wood (""cleavers"") to reduce the size of fruit",tooling,allocentric,1,cleaver to fruit,dynamic,,no,,no,,"Koops, McGrew n & Matsuzawa 2010",1,154,Only fruit and tools found; chimps not observed actually engaging in tool use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,pound,hammer_reduce,pound soft foods with object before consumption,tooling,allocentric,1,object to food,dynamic,,no,,no,,Gaspar 1993,1,156,Seen in only one captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,pound,hammer_unknown,hammer stake/nails with rocks/hammer (likely copying),tooling,allocentric,1,hammer to il,dynamic,,no,,no,,"Hayes 1951; Hayes & Nissen, 1971",2,156,Seen in only one experimental animal (Viki).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,pound,hammer_unknown,hit sticks/objects against things (in frustration or play?),IOU,,,,,,,,,,,,156,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,dip_absorb,dip stick/twigs/straw into water/other fluids and suck,tooling,allocentric,1,stick to fluid,dynamic,,yes,1,no,,"Bermejo,Illera, and Sabater-Pi 1989;Ohashi 2006; Reynolds 2005; Stanford et al. 2000; Takenoshita 2002; Fowler and Sommer 2007; Sanz and Morgan 2007;Izawa and Itani 1966; Wrangham, pers. Comm; Tutin and Fernandez 1992; Tutin, Ham, and Wrogemann 1995;Tutin et al. 1991; Bermejo and Illera 1999; Nishida and Hiraiwa 1982; Kuroda 1991, Watts 2008; Hicks, Fouts, and Fouts 2005; Boesch and Boesch 1990; Brewer and McGrew 1990;Stanford et al. 2000; Kummer and Goodall 1985; McGrew 1977; van Lawick–Goodall 1968; Albrecht and Dunnett 1971; Matsuzawa 1991; Ohashi 2006; Sugiyama 1995a; Sugiyama and Koman 1979; Tonooka 2001; Hobhouse 1926; Kohler 1925; Kollar 1972; Schiller 1957; van Lawick–Goodall (1970)",33,169,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,dip_access,extract honey from beehives with stick/bark strips/other tools (“fluid-dip / “honey fish”),tooling,allocentric,1,stick to hive,dynamic,,yes, 1-3,no,,"Bermejo & Illera 1999; Bermejo, Illera & Sabater-Pi 1989; Boesch & Boesch 1990; Boesch, Head & Robbins 2009; Brewer & McGrew 1990; Fowler & Sommer 2007; Hicks, Fouts & Fouts 2005; Iwaza & Itani 1966; Kuroda 1991; Merfield 1956; Nishida & Hiraiwa 1982; Ohashi 2006; Pruetz pers comm; Reynolds 2005; Sanz & Morgan 2007, 2009; Stanford et al 2000; Takenoshita 2002; Tutin & Fernandez 1992; Tutin, Ham & Wrogemann 1995; Tutin et al 1991; Watts 2008; Whiten et al 1999; Wrangham in McGrew 1992",24,"168-169,190,192,195","use different size sticks depending on type of bee. Detach sticks, strip off bark and/or remove leaves/side branches, sometimes s p in half to shorten. May create brush on one end by chewing (secondary evidence only). See pound for associative tool use involving probing for honey after pounding a hole and widening it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational/experimental,probe,dip_access,use sticks/rods/objects to get foods from artificial mounds,tooling,allocentric,1,stick to container,dynamic,,yes, 1-2,no,,"Boesch 1981; Bettinger & Carter 1991; Bodamer 1990; Brandibas, Chalmeau & Gallo 1995; Cantalupo et al. 2008; Celli, Hirata & Tomonaga 1999, 2004; Celli et al. 2001; Fletcher & Weghorst 2005; Gaspar & Reis 1993; Harvey 1998; Hirata 2006; Hirata & Celli 2003; Hirata & Morimura 2000; Hopkins & Rabinowitz 1997; Hopkins, Russell & Cantalupo 2007; Köhler 1925; Ladygina- Kohts 1959, 2002; Lonsdorf et al 2009; Maki et al 1989; Morimura 2003; Morimura et al. 2002; Ochiai & Matsuzawa 1998; Murphy 1976; Nash 1981, 1982; Paquette 1992, 1994; Perret, Buechner & Adler 1998; Pfeiffer & Koebner 1978; Poulson 1974-1975; Terdal 2005; Tonooka 1994; Vancatova 2008; Wehnelt, Bird & Lenihan 2006",36,"170,190,192",Sometimes detach tools for use and/or remove leaves/side branches.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,fish_access,"probe for termites using stalks/twigs/other items in mounds/nests (""termite fishing"")",tooling,allocentric,1,stalk to mound,dynamic,,yes, 1-4,no,,"Abwe & Morgan 2008; Baldwin 1979; Bermejo & Illera 1999; Bermejo, Illera & Sabater-Pi 1989; Bertolani et al. 2007; Bogart 2009, Bogart & Pruetz 2008; Bogart, Pruetz & McGrew 2005; Brewer 1976, 1978, 1982; Collins & McGrew 1985, 1987; Deblauwe et al 2006; Goodall 1963a, 1963b, 1964, 1965, 1986; Greenfield et al 2000; Humle 1999; Lonsdorf 2005, 2006; Lonsdorf, Eberly & Pusey 2004; Lonsdorf & Hopkins 2005; McBeath & McGrew 1982; McGrew 1992, 1977, 1979; McGrew et al 2003; McGrew & Marchant 1992, 1999; McGrew, Tutin & Baldwin 1979; McGrew & Collins 1985; McGrew & Rogers 1983; McGrew, Pruetz & Fulton 2005; Nishida & Uehara 1982; Norikoshi 1994; Pandolfi, van Schaik & Pusey 2003; Pruetz 2006; Muroyama 1991; Sanz, Call & Morgan 2009; Sanz, Morgan & Gulick 2004; Sugiyama 1985; Suzuki 1966, 1969; Suzuki, Kuroda & Nishihara 1995; Takahata 1982; Takemoto 2004; Teleki 1974; Uehara 1982; van Lawick-Goodall 1968, 1970, 1971, 1973; Watts 2008",56,"164-166,189,191-192,194-195,202-203","See jab for associative tool use involving termite fishing after having punctured a hole. Detach branches/objects, clip shorter/remove worn ends, strip off fibers/bark and/or remove leaves, create brush on one end by chewing (""brush-tipped fishing tools"") (refine and repair brushes during use), considered tool crafting. One end of brush tool sometimes used for digging, and the other for fishing, making it a multi-function tool.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,fish_access,"extract ants from nest with stick/stem/object (""ant dipping"")",tooling,allocentric,1,stick to nest,dynamic,,yes, 1-3,no,,"Alp 1993; Baldwin 1979; Boehm 1992; Boesch & Boesch 1990, 1993; Brewer 1976; Fay & Carroll 1994; Fowler & Sommer 2007; Goodall 1963, 1964, 1965, 1986; Grasse in Hladik & Viroben 1974; Hashimoto 1998; Hashimoto, Furuichi & Tashiro 2000; Hicks, Fouts & Fouts 2005; Hicks in Schöning et al 2008; Hladik 1973, 1975, 1977; Hladik & Viroben 1974; Humle 2003, 2006; Humle & Matsuzawa 2001, 2002; Ingmanson 1997; Kade in McGrew 1974; Kawanaka 1990; Marchant & McGrew 2007; McGrew 1974, 1977, 1979, 1983; McGrew, Pruetz & Fulton 2005; McGrew et al. 2003; Möbius et al 2008; Nishida 1973; Nishida & Hiraiwa 1982; Nishida & Uehara 1980; Nishie, Itoh & Nishida 2006; Ohashi, 2006; Pruetz pers comm; Sanz & Morgan 2007; Sanz, Schöning & Morgan 2009; Schöning et al 2007, 2008; Shimada 2000; Sugiyama 1989, 1995; Sugiyama, Koman & Sow 1988; Takasaki 1992; Teleki 1974; Tutin & Fernandez 1992; Tutin, Ham & Wrogemann 1995; van Lawick-Goodall 1968, 1970, 1971, 1973; Whiten et al. 1999; Yamakoshi 1998, 2001; Yamakoshi & Myowa-Yamakoshi in Humle and Matsuzawa 2002; Yamakoshi & Myowa-Yamakoshi 2004; Yamamoto et al 2008",64,"166-168,190,192,195,203","Make ant-dipping tools sometimes up to 17 min before use; re use and carry. Detach and/or remove branches and/or strip bark, shorten/remove broken ends. May create brush on one end by chewing (secondary evidence only). Considered tool crafting. See jab for associative tool use involving ant dipping after having punctured a hole.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,fish_access,probe for insects/larvae in logs/nests with sticks,tooling,allocentric,1,stick to log,dynamic,,yes, 1-2,no,,Boesch 1995; Nishimura et al 2003; Ohashi 2006; Sherrow 2005,4,"168,192",Detach twigs and remove bark. One chimp created a brush end to stick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,probe,floss_autogroom,flossed tooth with cloth to remove it,tooling,egocentric,1,stick to teeth,dynamic,,yes, 1-2,no,,"Brewer 1978; King, Stevens & Mellen 1980; McGrew & Tutin 1972, 1973; Vancatova pers comm",5,170,Strip leaves/shorten twigs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational/experimental,probe,insert_unlock,"open/attempt to open locks with keys/sticks/other objects, including series of locks",tooling,allocentric,1,key to lock,dynamic,,yes,1,yes,sequential,"Bingham 1929; Döhl 1968; Fletcher & Weghorst 2005; Furness 1916; Jennison 1927; McGrew, Tutin & Midgett 1975; Menzel, Davenport, & Rogers 1970; Schastnyi 1963, 1972; Temerlin 1975",10,"170,190",sequential use of keys to open locked boxes. One captive detached splinters to use as lock pick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,probe,probe_access,extract mushrooms from inside a mound with a stick,tooling,allocentric,1,stick to mound,dynamic,,no,,no,,Boesch 1995,1,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,probe_access,extract marrow from bones/meat from nuts using sticks/stems,tooling,allocentric,1,stick to bone,dynamic,,yes, 1-3,no,,"Boesch & Boesch 1989, 1990; Sanz & Morgan 2007",3,"169,195","Detach twigs/shorten, remove side branches/leaves, sharpen end to make ""marrow-picks."" See pound for associative use/tool set for extracting nut after cracking.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational/experimental,probe,probe_access,use sticks/rods/objects to get foods from containers,tooling,allocentric,1,stick to container,dynamic,,yes, 1-2,no,,"Boesch 1981; Bettinger & Carter 1991; Bodamer 1990; Brandibas, Chalmeau & Gallo 1995; Cantalupo et al. 2008; Celli, Hirata & Tomonaga 1999, 2004; Celli et al. 2001; Fletcher & Weghorst 2005; Gaspar & Reis 1993; Harvey 1998; Hirata 2006; Hirata & Celli 2003; Hirata & Morimura 2000; Hopkins & Rabinowitz 1997; Hopkins, Russell & Cantalupo 2007; Köhler 1925; Ladygina- Kohts 1959, 2002; Lonsdorf et al 2009; Maki et al 1989; Morimura 2003; Morimura et al. 2002; Ochiai & Matsuzawa 1998; Murphy 1976; Nash 1981, 1982; Paquette 1992, 1994; Perret, Buechner & Adler 1998; Pfeiffer & Koebner 1978; Poulson 1974-1975; Terdal 2005; Tonooka 1994; Vancatova 2008; Wehnelt, Bird & Lenihan 2006",36,"170,190,192",Sometimes detach tools for use and/or remove leaves/side branches.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,probe_allogroom,clean/remove others teeth with sticks/cloth,tooling,allocentric,1,stick to teeth,dynamic,,yes, 1-2,no,,"McGrew & Tutin 1972, 1973; King, Stevens & Mellen 1980; Vancatova pers comm",4,170,Strip leaves/shorten twigs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,probe,probe_autogroom,clean ears with stick,tooling,egocentric,1,stick to ear,dynamic,,no,,no,,Nissen 1956,,170,Seen in only one captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,probe,probe_autogroom,probe nostril with stick to clear mucous,tooling,egocentric,1,stick to nostril,dynamic,,yes,1,no,,Marchant & McGrew 1999; Nishida & Nakamura 1993,2,"169,192",Seen in two wild animals. One removed leaves from twig/ leaf blade from leaf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,probe_autogroom,clean own teeth with sticks,tooling,egocentric,1,stick to teeth,dynamic,,yes, 1-2,no,,"Brewer 1978; King, Stevens & Mellen 1980; McGrew & Tutin 1972, 1973; Vancatova pers comm",5,170,Strip leaves/shorten twigs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,probe,probe_explore,probe crevices with sticks/other objects,IOU,,,,,,,,,,,,170,Borderline case (aim is unclear).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,probe,probe_explore,insert sticks/stalks/other tools into cavities for olfactory information,IOU,,,,,,,,,,,,169,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,experimental,probe,push_access,"insert a stick/pole to push food out of a tube (""tube task"" / ""box-and-stick problem"")",tooling,allocentric,1,stick to food,dynamic,,yes,1,no,,"Bania et al. 2009; Bard, Fragaszy & Visalberghi 1995; Birch 1945; Greenfield & Savage-Rumbaugh 1984; Haggerty 1910; Hayes & Hayes 1952; Hayes & Nissen 1971; Hobhouse 1926; Hopper et al. 2007; Horner & Whiten 2005, 2007; Ladygina-Kohts 1959; Ladygina-Kohts & Dembovskii 1969; Khroustov 1964; Limongelli, Boysen & Visalberghi 1995; Martin-Ordas, Call & Colmenares 2008; Marshall-Pescini & Whiten 2008; Mulcahy & Call 2006; Osvath & Osvath 2008; Pescetta et al. 2008; Povinelli et al. 2000; Savage-Rumbaugh, Rumbaugh & Boysen 1978; Savage-Rumbaugh 1986; Savage-Rumbaugh, Rumbaugh & Boysen 1978; Seed et al 2009; Tonooka, Tomonaga & Matsuzawa 1997; Visalberghi, Fragaszy, and Savage-Rumbaugh 1995; Whiten, Horner & de Waal 2005; Whiten et al. 2007; Yerkes 1943; Yerkes & Learned 1925; Yerkes & Yerkes 1929",32,"170-171,192,195","Modified tools including removing leaves, removing crosspieces and bending/unbending wires. One captive broke pieces of wood along grain to create tools. Did not include trap-tube (included in reach)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,probe,scoop_access, scoop out water from cavities with leaves/grass blades/sticks/other objects,tooling,allocentric,1,leaf to cavity,dynamic,,yes,1,no,,Goodall 1964; Kummer & Goodall 1985; Matsuzawa 1991; McGrew 1977; Ohashi 2006; Sugiyama 1995; Sugiyama & Koman 1979; Tonooka 2001; van Lawick–Goodall 1968,9,"169,190,196",Sometimes detach tools for use or chew leaf/ends of sticks into sponges.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_access,place boxes/objects under out of reach rewards,IOU,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_access,stack boxes to reach out of reach reward,IOU,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_locomote,prop logs/ladders/other objects to climb,IOU,,,,,,,,,,,,172-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_locomote,insert sticks/branches into fencing as pitons to climb,IOU,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_locomote,balance poles to climb/jump,IOU,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_locomote,place pole between barges to travel across,IOU,,,,,,,,,,,,173-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_locomote,reposition conspecifics to climb on them,IOU,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_otherlocomote,"hold branch in place so infant can cross (""bridging')",IOU,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,,prop,prop_rest,use tire as support for body,IOU,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,pry,pry_access,pry open boxes/feeders/doors with tools,tooling,allocentric,1,tool to box,dynamic,,yes,2,no,,"Goodall 1964, 1986; Hobhouse 1926; Köhler 1925; Kollar 1972; Kummer & Goodall 1985; van Lawick–Goodall 1968, 1970, 1971; McGrew, Tutin & Midgett 1975; Wrangham 1974",11,"157,191,193","Boxes were provisioning for wild animals. Detached sticks and removed leaves, or reshaped splinters to make sharp edge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,observational,pry,pry_enlarge,"open/widen spaces with sticks to access nests (""lever open"")",tooling,allocentric,1,stick to opening,dynamic,,yes,1,no,,"Bermejo & Illera 1999; Boesch & Boesch 1990; Boesch, Head & Robbins 2009; Brewer & McGrew 1990; Fay & Carroll 1994; Goodall 1986; Sanz & Morgan 2007; Teleki 1974; Tutin, Ham & Wrogemann 1995; van Lawick–Goodall 1968, 1970, 1971, 1973; Watts 2008; Whiten et al. 1999",15,"156-157,189","Often used/made after pounding something open, sometimes same tool as used for pounding. See pound for associative tool use involving pounding open hive then widening the hole.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pan troglodytes,Chimpanzee,anecdotal,pry,pry_remove,lever a tree out of the way by placing stick in crack between two trees,tooling,allocentric,1,stick to tree,dynamic,,no,,no,,"Takeshita & van Hooff 1996, 2001",2,157,Seen in two captive animals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
