83,Microcebus_lehilahytsara,Microcebus_lehilahytsara,NA
84,Microcebus_lokobensis,Microcebus_mamiratra,NA
85,Microcebus_macarthurii,Microcebus_macarthurii,NA
86,Microcebus_mamiratra,Microcebus_mamiratra,NA
87,Microcebus_mittermeieri,Microcebus_mittermeieri,NA
88,Microcebus_murinus,Microcebus_murinus,Microcebus murinus
89,Microcebus_myoxinus,Microcebus_myoxinus,NA
90,Microcebus_ravelobensis,Microcebus_ravelobensis,NA
91,Microcebus_rufus,Microcebus_rufus,NA
92,Microcebus_sambiranensis,Microcebus_sambiranensis,NA
93,Microcebus_simmonsi,Microcebus_simmonsi,NA
94,Microcebus_tavaratra,Microcebus_tavaratra,NA
31,Miopithecus_talapoin,Miopithecus_talapoin,NA
95,Mirza_coquereli,Mirza_coquereli,NA
96,Mirza_zaza,Mirza_zaza,NA
252,Nasalis_larvatus,Nasalis_larvatus,Nasalis larvatus
184,Nomascus_concolor,Nomascus_concolor,NA
185,Nomascus_gabriellae,Nomascus_gabriellae,NA
186,Nomascus_leucogenys,Nomascus_leucogenys,NA
187,Nomascus_nasutus,Nomascus_nasutus,NA
188,Nomascus_siki,Nomascus_siki,NA
168,Nycticebus_bengalensis,Nycticebus_bengalensis,NA
169,Nycticebus_coucang,Nycticebus_coucang_coucang,NA
170,Nycticebus_javanicus,Nycticebus_javanicus,NA
171,Nycticebus_menagensis,Nycticebus_coucang_menagensis,NA
172,Nycticebus_pygmaeus,Nycticebus_pygmaeus,NA
294,Otolemur_crassicaudatus,Otolemur_crassicaudatus,NA
295,Otolemur_garnettii,Otolemur_garnettii,NA
189,Pan_paniscus,Pan_paniscus,Pan paniscus
300,Pan_troglodytes,NA,NA
190,Pan_troglodytes_schweinfurthii,Pan_troglodytes,NA
191,Pan_troglodytes_troglodytes,Pan_troglodytes,NA
192,Pan_troglodytes_vellerosus,Pan_troglodytes,NA
193,Pan_troglodytes_verus,Pan_troglodytes,Pan troglodytes
239,Papio_anubis,Papio_anubis,Papio spp.
240,Papio_cynocephalus,Papio_cynocephalus,NA
241,Papio_hamadryas,Papio_hamadryas,NA
242,Papio_papio,Papio_papio,NA
243,Papio_ursinus,Papio_ursinus,NA
173,Perodicticus_potto,Perodicticus_potto,NA
97,Phaner_furcifer,Phaner_furcifer,NA
98,Phaner_furcifer_pallescens,Phaner_furcifer_pallescens,NA
253,Piliocolobus_badius,Piliocolobus_badius,Piliocolobus spp.
254,Piliocolobus_foai,Piliocolobus_foai,NA
255,Piliocolobus_gordonorum,Piliocolobus_gordonorum,NA
256,Piliocolobus_kirkii,Piliocolobus_kirkii,NA
257,Piliocolobus_pennantii,Piliocolobus_pennantii,NA
258,Piliocolobus_preussi,Piliocolobus_preussi,NA
259,Piliocolobus_rufomitratus,Piliocolobus_rufomitratus,NA
260,Piliocolobus_tephrosceles,Piliocolobus_tephrosceles,NA
261,Piliocolobus_tholloni,Piliocolobus_tholloni,NA
205,Pithecia_irrorata,Pithecia_irrorata,Pithecia spp.
206,Pithecia_pithecia,Pithecia_pithecia,NA
194,Pongo_abelii,Pongo_abelii,Pongo spp
195,Pongo_pygmaeus,Pongo_pygmaeus,NA
301,Pongo_spp.,NA,NA
262,Presbytis_comata,Presbytis_comata,NA
263,Presbytis_melalophos,Presbytis_melalophos,NA
264,Procolobus_verus,Procolobus_verus,NA
99,Propithecus_coquereli,Propithecus_coquereli,NA
100,Propithecus_deckenii,Propithecus_deckenii,NA
101,Propithecus_diadema,Propithecus_diadema,NA
102,Propithecus_edwardsi,Propithecus_edwardsi,NA
103,Propithecus_tattersalli,Propithecus_tattersalli,NA
104,Propithecus_verreauxi,Propithecus_verreauxi,NA
265,Pygathrix_cinerea,Pygathrix_cinerea,NA
266,Pygathrix_nemaeus,Pygathrix_nemaeus,NA
267,Rhinopithecus_avunculus,Rhinopithecus_avunculus,NA
268,Rhinopithecus_bieti,Rhinopithecus_bieti,NA
269,Rhinopithecus_brelichi,Rhinopithecus_brelichi,NA
270,Rhinopithecus_roxellana,Rhinopithecus_roxellana,NA
244,Rungwecebus_kipunji,Rungwecebus_kipunji,NA
149,Saguinus_bicolor,Saguinus_bicolor,NA
150,Saguinus_fuscicollis,Leontocebus_fuscicollis,NA
151,Saguinus_fuscicollis_melanoleucus,Leontocebus_weddelli,NA
152,Saguinus_geoffroyi,Saguinus_geoffroyi,NA
153,Saguinus_imperator,Saguinus_imperator,NA
154,Saguinus_leucopus,Saguinus_leucopus,NA
155,Saguinus_midas,Saguinus_midas,NA
156,Saguinus_mystax,Saguinus_mystax,NA
157,Saguinus_niger,Saguinus_niger,NA
158,Saguinus_oedipus,Saguinus_oedipus,NA
159,Saguinus_tripartitus,Leontocebus_tripartitus,NA
160,Saimiri_boliviensis,Saimiri_boliviensis,NA
161,Saimiri_oerstedii,Saimiri_oerstedii,NA
162,Saimiri_sciureus,Saimiri_sciureus,Saimiri spp.
163,Saimiri_ustus,Saimiri_ustus,NA
271,Semnopithecus_entellus,Semnopithecus_entellus,Semnopithecus entellus
196,Symphalangus_syndactylus,Symphalangus_syndactylus,NA
296,Tarsius_bancanus,Cephalopachus_bancanus,NA
297,Tarsius_dentatus,Tarsius_dentatus,NA
298,Tarsius_lariang,Tarsius_lariang,NA
299,Tarsius_syrichta,Carlito_syrichta,NA
245,Theropithecus_gelada,Theropithecus_gelada,Theropithecus gelada
272,Trachypithecus_auratus,Trachypithecus_auratus,NA
273,Trachypithecus_cristatus,Trachypithecus_cristatus,Trachypithecus cristatus
274,Trachypithecus_delacouri,Trachypithecus_delacouri,NA
275,Trachypithecus_francoisi,Trachypithecus_francoisi,NA
276,Trachypithecus_geei,Trachypithecus_geei,NA
277,Trachypithecus_germaini,Trachypithecus_germaini,NA
278,Trachypithecus_johnii,Trachypithecus_johnii,NA
279,Trachypithecus_laotum,Trachypithecus_laotum,NA
280,Trachypithecus_obscurus,Trachypithecus_obscurus,NA
281,Trachypithecus_phayrei,Trachypithecus_phayrei,NA
282,Trachypithecus_pileatus,Trachypithecus_pileatus,NA
283,Trachypithecus_poliocephalus,Trachypithecus_poliocephalus,NA
284,Trachypithecus_vetulus,Trachypithecus_vetulus,NA
105,Varecia_rubra,Varecia_rubra,Varecia rubra
106,Varecia_variegata_variegata,Varecia_variegata,NA
